"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0025","សាលារៀនកោះកាព","10","3","0","163","","","","2","38","0","3","219","11","230"
"0026","សាលារៀនអន្លង់វ៉ាក","15","1","4","226","","","","2","23","1","1","273","8","281"
"0144","វត្ដកោះអណ្ដែត","5","1","0","126","","","","0","2","1","0","135","5","140"
"0027","វត្ដកោះកុងក្នុង","4","0","0","119","","","","0","1","0","0","124","3","127"
"0126","ផ្ទះកើត លីន","0","1","0","100","","","","1","0","0","0","102","0","102"
"0028","រោងខារ៉ាអូខេ","5","0","1","279","","","","5","24","0","3","317","2","319"
"0029","ដីទំនាប (វត្ដ)","6","4","5","207","","","","4","16","0","4","246","7","253"
"0127","ប៉ុស្ដិ៍ចាស់វាលតាភ","5","1","0","98","","","","0","12","0","1","117","1","118"
"0030","សាលមហោស្រពខេត","8","0","4","325","","","","3","39","1","7","387","3","390"
"0031","វិទ្យាល័យកោះកុង","6","2","2","313","","","","12","26","0","4","365","4","369"
"0032","ឃ្លាំងក្រហម","0","1","1","184","","","","0","22","0","7","215","5","220"
"0037","ផ្ទះលោក ទិត គឹមសេង","5","1","1","296","","","","3","41","0","14","361","5","366"
"0033","សាលាសម្ដេចជា សីុម","4","2","1","193","","","","2","35","0","4","241","0","241"
"0034","ផូ់រផង់ចាស","5","2","0","179","","","","5","29","0","6","226","2","228"
"0035","ផ្ទះលោក ប","7","3","1","305","","","","1","37","1","2","357","1","358"
"0129","វត្ដទេពនិមត","10","0","0","156","","","","4","31","0","6","207","3","210"
"0036","វត្ដជោត្ដញ្ញាណ","7","1","1","233","","","","1","19","1","3","266","2","268"
"0128","សាលាស្ម ាច់មានជ័យ","6","2","1","264","","","","15","34","0","3","325","5","330"
"0169","សាលាស្ម ាច់មានជ័យ","6","2","0","101","","","","1","15","1","2","128","1","129"
"0045","ផ្ទះលោកយឹន ឌ","4","0","4","178","","","","5","26","0","5","222","4","226"
"0046","អាគារពាណិជ្ជកម","12","4","0","261","","","","4","49","0","14","344","4","348"
"0047","ផ្ទះលោកលឹម ហា","20","1","0","249","","","","7","43","0","8","328","6","334"
"0048","ផ្ទះលោកង៉ែត ឡ","14","1","3","126","","","","5","32","0","3","184","1","185"
"0043","មន្ទីរសាធារណការ","8","1","1","264","","","","6","22","0","12","314","1","315"
"0044","ផ្ទះលោកសុខ ហុង","5","0","0","154","","","","5","27","1","5","197","0","197"
"0163","សាលារៀនកម្ពុជាបុត្រ","4","0","2","172","","","","5","25","0","6","214","4","218"
"0042","ផ្ទះលោកយាយ ភូ ស៊ីឃ","4","2","2","170","","","","2","27","1","4","212","0","212"
"0038","ក្រោមវិហារ","3","3","1","252","","","","24","26","0","8","317","5","322"
"0039","សារាវព្រែកតង","4","1","1","194","","","","7","29","0","4","240","7","247"
"0130","សាលារៀនឥស្លាម (ក្បែរវិហារ)","4","0","3","220","","","","19","22","0","1","269","3","272"
"0131","សាលារៀនចាស","4","1","1","123","","","","6","22","2","3","162","3","165"
"0132","ក្រោមវិហារ","1","4","2","208","","","","12","32","1","3","263","7","270"
"0040","សាលារៀនចាស","5","1","1","177","","","","13","35","1","7","240","0","240"
"0041","ផ្ទះលោក សាង វាសនា","10","0","1","210","","","","3","37","0","10","271","3","274"
"0049","វត្ដព្រែកស្វាយ","11","1","3","214","","","","4","28","0","2","263","4","267"
"0050","ផ្ទះលោក ថង ប៊ុនទុន","7","1","0","211","","","","3","23","1","17","263","0","263"
"0051","វិហារឥស្លាមស្ទឹងវែង","3","0","2","159","","","","1","15","0","3","183","1","184"
"0164","វិហារឥស្លាមស្ទឹងវែង","7","1","2","259","","","","4","30","0","9","312","12","324"
"0052","វត្ដកោះបោ","15","9","7","227","","","","9","20","0","6","293","16","309"
"0053","សាលារៀន បឹងកាឆាង","7","3","2","163","","","","0","8","0","2","185","2","187"
"0054","វត្ដចាំយាម","14","0","0","148","","","","2","49","1","3","217","3","220"
"0152","វត្ដចាំយាម","12","0","0","212","","","","1","66","0","3","294","13","307"
"0055","ផ្លូវបំបែកស្រែបង្គាតាស៊ុន","6","0","2","158","","","","3","29","0","5","203","3","206"
