"province_kh_name","province_en_name","district_kh_name","district_en_name","commune_kh_name","commune_en_name","station_number","station_name","party1","party2","party3","party4","party5","party6","party7","party8","party9","party10","party11","useful_votes","non_useful_votes","total_in_box"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សន្តិភាព","Santipheap","0033","សាលាសំណាក់ គីរវង្សាលេ","7","3","3","158","","","","3","24","0","0","198","4","202"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","សន្តិភាព","Santipheap","0110","សាលារៀនតាឡែ","8","2","7","228","","","","2","6","1","1","255","19","274"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ស្រែសំបូរ","Srae Sombo","0034","សាលាគេតមឿង","53","12","5","233","","","","4","35","1","9","352","21","373"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ស្រែសំបូរ","Srae Sombo","0035","សាលារៀនកពា្ចាញទឹក","25","8","7","137","","","","11","33","5","3","229","11","240"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ស្រែសំបូរ","Srae Sombo","0036","សាលារៀនណាអូង","13","3","3","99","","","","4","8","1","3","134","17","151"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ស្រែសំបូរ","Srae Sombo","0037","សាលារៀនស្រែឫស្សី","106","20","17","212","","","","17","141","12","15","540","24","564"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ស្រែសំបូរ","Srae Sombo","0103","សាលារៀនស្រែឫស្សី","13","5","3","44","","","","5","31","3","4","108","8","116"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ថ្មកែវ","Thma Keo","0038","វត្ដ ផាបាំង","43","7","9","218","","","","14","72","1","4","368","7","375"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ថ្មកែវ","Thma Keo","0104","វត្ដ ផាបាំង","9","1","4","52","","","","1","12","0","1","80","0","80"
"ស្ទឹងត្រែង","Stung Treng","សៀមប៉ាង","Siem Pang","ថ្មកែវ","Thma Keo","0039","សាលារៀន ញ៉ាងស។","75","13","6","217","","","","16","65","3","2","397","13","410"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0040","វត្ដព្រះអង្គធំ។","24","1","1","273","","","","12","79","2","13","405","7","412"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0041","រុក្ខាប្រមាញ់។","9","0","2","187","","","","3","37","1","4","243","5","248"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0042","វិទ្យាល័យ ព្រះរាជបូជនីយកិច្ច។","17","1","0","256","","","","8","89","1","10","382","6","388"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0043","សាលាសម្ដេចឪ_មែ","14","0","0","136","","","","6","31","1","9","197","2","199"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0044","វត្ដខតិយារាម","8","1","1","322","","","","5","43","0","7","387","6","393"
"ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង ","Stueng Traeng","ស្ទឹងត្រែង","Stung Trang","0045","សាលារៀនសឹ្ទងត្រែងក្រុង","6","1","0","288","","","","5","43","0","4","347","6","353"
