"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0001","ភូមិត្រពាំងទូក","50","3","5","330","","1","3","35","26","2","43","498","4","502"
"0002","បាក់ស្នាក្រោម","43","3","4","273","","1","3","22","112","0","7","468","2","470"
"0003","បាក់ស្នាលេ","44","3","4","198","","3","2","31","158","2","10","455","3","458"
"0004","បឋមសិក្សា ភូមិអណ្ដោត","19","1","6","235","","4","5","13","91","2","3","379","18","397"
"0005","បឋមសិក្សា ភូមិអណ្ដោត","18","2","5","197","","3","3","15","95","3","6","347","11","358"
"0006","វត្ដត្រពាំងជ្រៃ","23","5","13","314","","5","6","17","84","2","2","471","15","486"
"0634","វត្ដត្រពាំងជ្រៃ","13","2","4","110","","1","2","2","53","0","1","188","4","192"
"0007","បឋមសិក្សា ព្រៃស្រងែ","18","3","7","192","","4","3","18","76","2","1","324","7","331"
"0008","បឋមសិក្សា បល្ល័ង្គទូល","48","2","6","335","","3","2","23","121","1","10","551","5","556"
"0009","បឋមសិក្សា ស្រឡៅតូង","5","1","6","239","","0","1","6","102","1","0","361","1","362"
"0010","សាលាមត្ដេយ្យត្រពាំងស្វាយ","14","1","3","122","","2","2","15","224","0","15","398","4","402"
"0011","បឋមសិក្សា បល្ល័ង្គទូល","55","8","13","243","","3","2","32","166","1","6","529","6","535"
"0012","វត្ដព្រៃតាត្រាវ","13","2","2","213","","0","4","8","253","2","7","504","4","508"
"0013","ដើមភូមិ(ផ្ទះប្រជាជន)","15","2","2","202","","0","2","35","144","0","11","413","4","417"
"0014","ចុងភូមិ(ផ្ទះប្រជាជន)","23","1","5","181","","0","0","22","133","0","10","375","2","377"
"0656","ចុងភូមិ(ផ្ទះប្រជាជន)","9","1","0","163","","0","2","9","111","0","11","306","3","309"
"0015","វត្ដបារាយណ","18","2","2","184","","4","5","16","167","1","14","413","4","417"
"0016","សាលាគំរូ","9","0","1","231","","0","1","21","160","2","12","437","8","445"
"0017","សាលាបឋមសឹ្ទងជីនិត","5","2","1","198","","0","0","7","244","0","9","466","2","468"
"0645","សាលាបឋមសក្សាគរ","6","0","2","168","","1","4","7","189","1","8","386","1","387"
"0018","សាលាមត្ដេយ្យត្រពាំងស្វាយ","23","1","1","207","","0","0","16","104","0","14","366","6","372"
"0019","សាលាបឋមព្រៃស្រងែ","9","0","5","143","","0","3","10","101","1","6","278","5","283"
"0020","សាលាបុណ្យតាភោគ(ភូមិតាភោគ)","26","1","4","106","","2","4","18","62","1","2","226","3","229"
"0021","ស្វាយ","8","1","2","297","","0","3","6","70","1","5","393","4","397"
"0022","ចតុលោកជើង","8","1","4","189","","2","6","26","141","2","3","382","7","389"
"0693","សាលាចតុលោក","5","2","5","97","","1","1","29","201","1","3","345","1","346"
"0023","ចតុលោកតឡូង","8","1","3","175","","8","0","31","179","3","4","412","8","420"
"0024","ពោធ៍ិពីរ","22","2","2","120","","0","1","32","81","0","7","267","2","269"
"0025","បាណក","24","1","6","214","","4","5","47","158","5","6","470","8","478"
"0658","បារាយណ៍ធ","12","0","0","51","","1","1","11","81","0","1","158","2","160"
"0026","សំរោង","19","5","3","304","","3","1","28","88","1","2","454","7","461"
"0646","សាលារៀនសំរោង","8","1","0","162","","0","2","13","84","0","2","272","5","277"
"0027","ក្រសាំងជ័យ","7","0","2","156","","2","0","11","208","1","10","397","3","400"
"0028","អូរសួស្ដី","14","2","1","126","","0","0","25","116","3","8","295","3","298"
"0029","ថ្នល់ជាត","9","1","2","212","","2","1","37","237","2","18","521","2","523"
"0030","ជីអោក","4","1","3","279","","0","2","18","188","1","18","514","8","522"
"0031","ថ្នល់ថ","10","1","9","206","","4","1","18","132","1","9","391","6","397"
"0032","បារាយណ៍តូច","10","2","2","218","","2","4","9","137","1","12","397","5","402"
"0033","សាលាបឹងខាងជើង","34","1","6","189","","0","6","11","198","2","7","454","6","460"
"0581","សាលាបឹងខាងជើង","21","1","6","152","","0","8","13","152","1","11","365","6","371"
"0034","សាលាបឹងខាងត្បូង","51","3","3","234","","1","2","37","86","0","6","423","4","427"
"0582","សាលាបឹងខាងត្បូង","25","1","5","177","","2","3","25","144","2","8","392","4","396"
"0035","សាលាបឹងខាងត្បូង","31","0","3","219","","1","2","36","147","1","4","444","1","445"
